Датасет,Метод,Параметры,Кластеров,Silhouette,Davies-Bouldin,Calinski-Harabasz,Доля_шума
deep1,KMeans,k=2,2,0.5216395622404242,0.6853295219054459,11786.95462267153,0.0
deep1,DBSCAN,"eps=0.1, min_samples=2",51,0.741057333951075,0.26889418105544155,1467.9539684099757,0.9914166666666666
deep2,KMeans,k=2,2,0.3068610017701601,1.3234721699867644,3573.3933329348392,0.0
deep2,DBSCAN,"eps=1.0, min_samples=2",4,0.4354202498446546,0.39533341112407877,13.653112004255217,0.000875
deep3,KMeans,k=3,3,0.31554470037825183,1.1577256320598661,6957.162639510166,0.0
deep3,DBSCAN,"eps=0.8, min_samples=2",2,0.3725981452885354,0.5510597860593662,17.197483881125017,0.0014666666666666667
